Product Name,Category,Sub-Category
Avery 479,Office Supplies,Labels
Okidata C610n Printer,Technology,Machines
Xerox 229,Office Supplies,Paper
Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,Supplies
Nu-Dell EZ-Mount Plastic Wall Frames,Furniture,Furnishings
Tensor Track Tree Floor Lamp,Furniture,Furnishings
Hon Olson Stacker Chairs,Furniture,Chairs
Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances
Griffin GC36547 PowerJolt SE Lightning Charger,Technology,Phones
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings
Cherry 142-key Programmable Keyboard,Technology,Accessories
Motorola L703CM,Technology,Phones
NeatDesk Desktop Scanner & Digital Filing System,Technology,Machines
Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances
Xerox 1976,Office Supplies,Paper
"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",Office Supplies,Binders
Xerox 1983,Office Supplies,Paper
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,Machines
Avery 484,Office Supplies,Labels
Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Furnishings
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,Storage
Plantronics Single Ear Headset,Technology,Machines
Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,Machines
"Tensor ""Hersey Kiss"" Styled Floor Lamp",Furniture,Furnishings
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories
Hoover Commercial SteamVac,Office Supplies,Appliances
Xerox 1938,Office Supplies,Paper
NETGEAR RangeMax WNR1000 Wireless Router,Technology,Accessories
Xerox 1899,Office Supplies,Paper
Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology,Machines
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings
Okidata MB760 Printer,Technology,Machines
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings
Sterling Rubber Bands by Alliance,Office Supplies,Fasteners
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances
Maxell CD-R Discs,Technology,Accessories
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Office Supplies,Supplies
Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,Machines
Xerox 1955,Office Supplies,Paper
"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,Machines
Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,Machines
Nokia Lumia 1020,Technology,Phones
Acme Serrated Blade Letter Opener,Office Supplies,Supplies
Okidata B401 Printer,Technology,Machines
Xerox Blank Computer Paper,Office Supplies,Paper
4009 Highlighters,Office Supplies,Art
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs
Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels
Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs
Grip Seal Envelopes,Office Supplies,Envelopes
Penpower WorldCard Pro Card Scanner,Technology,Machines
Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories
RCA ViSYS 25425RE1 Corded phone,Technology,Phones
Cisco 8961 IP Phone Charcoal,Technology,Machines
"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances
LG G2,Technology,Phones
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Office Supplies,Storage
